ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0198738,cell-cell signaling by wnt,193/5933,451/29008,2.21E-27,1.29E-24,6.28E-25,Prkaa1/Trpm4/Bcl9l/Apoe/Klf15/Apcdd1/Tpbgl/Hic1/Spin1/Strn/Ptpro/Rac1/Dkkl1/Mllt3/Pin1/Tnks2/Gpc4/Prdm15/Ddb1/Lef1/Wls/Lrp6/Zbed3/Gprc5b/Nfkb1/Siah2/Celsr2/Tcf7l2/Wif1/Tcf7l1/Wnt10a/Gli3/Cdh1/Kremen2/Fgf9/Dvl3/Ror2/Nxn/Nkd1/Foxo3/Pygo1/Pitx2/Rnf213/Lgr5/Mesp1/Egr1/Mdfi/Dlx5/Itga3/Sox9/Adgra2/Bcl7b/Celsr1/Src/Ctnnd2/Edn1/Tgfb1/Grhl3/Ankrd6/Ext1/Tle5/Kremen1/Gli1/Ccnd1/Prickle1/Ppm1n/Vgll4/Dkk1/Fbxw11/2210016L21Rik/Hdac2/Ctnnd1/Lgr6/Sema5a/Wnt16/Tle4/Lats2/Mcc/Col1a1/Sox4/Ror1/Cpe/Rspo2/Wnt7b/Wnt2b/Usp47/Rapgef1/Tcf7/Wnt3/Tgfb1i1/Pkd2/Ubr5/Wnt11/Tmem88/Tlr2/Lrp4/Frzb/Notch1/Limd1/Wnt7a/Fbxw4/Sfrp5/Pfdn5/Amfr/Bmp2/Ptpn23/Hbp1/Slc9a3r1/Ptpru/Sfrp2/Rac3/Ruvbl2/Smarca4/Mdfic/Lzts2/Tnik/Dcdc2a/Rnf138/Gsc/Wnt3a/Plpp3/Usp34/Fzd9/Mark1/Shisa2/Frat1/Lrp5/Shisa6/Sulf1/Ctr9/Ccn4/Etv2/Rnf220/Sox13/Cdk14/Mir182/Ptk7/Wnt9b/Sost/Fzd3/Gnaq/Cdh3/Tiam1/Sfrp1/Sfrp4/Notum/Tsku/Axin2/Mir27b/Nkx2-5/Hdac1/Prkaa2/Wnt8a/Shh/Mgat3/Atp6ap2/Fgfr3/Fzd6/Lrrk2/Wdr61/Mks1/Grk5/Barx1/Lmx1a/Cxxc4/Atp6v1c2/Dact3/Dact1/Disc1/Lrrk1/Trabd2b/Calcoco1/Ryk/Wnk2/Dab2ip/Xiap/Daam2/Wnt1/Fgf2/Sostdc1/Wnt8b/Fam53b/Mad2l2/Csnk2a2/Mark2/Tle6/Rspo4/Amer2/Dkk3/Apc2/Cthrc1/Senp2/Dkk2,193
GO:0060562,epithelial tube morphogenesis,175/5933,394/29008,3.26E-27,1.67E-24,8.13E-25,Slit2/Epha2/Six1/Plxnb2/Alx1/Trim71/Dll1/Bmp7/Mib1/Irx3/Hand2/Tead2/Tsc1/Csmd1/Tfap2c/Sec24b/Lmo4/Wt1/Kras/Lef1/Lrp6/Nfatc1/Dll4/Aldh1a2/Gli3/Rarg/Commd5/Hdac5/Foxa2/Ctsh/St14/Plxnd1/Nodal/Dvl3/Ret/Pitx2/Cc2d2a/Gdnf/Lgr5/Mesp1/Foxa1/Cobl/Nrp1/Pax3/Ccdc40/Sox9/Ski/Celsr1/Sufu/Src/Gdf7/Zic2/B4galt1/Edn1/Tgfb1/Grhl3/Ext1/Tgfb2/Prickle1/Spry1/Nr3c1/Ahr/Sall4/Zic5/Dicer1/Casp8/Cited2/Sema5a/Nkx3-1/Esrp1/Greb1l/Foxc2/Mtss1/Sox4/Pax2/Rspo2/Mst1/Wnt2b/Irx1/Acvr1/Adm/Foxd1/Fgf1/Gja1/Pkd2/T/Hey1/Rdh10/Grhl2/Kdm5b/Wnk4/Irx2/Notch1/Ipmk/Bcl2/Hoxa5/Sfrp5/Bmp2/Tbx3/Etv5/Sfrp2/Lzts2/Eya1/Wnt3a/Pml/Zic3/Shank3/Aplnr/Npnt/Pax8/Tgfbr2/Arid1a/Mmp14/Pgf/Lrp5/Gata4/Six4/Clic4/Spry2/Rgma/Ptch1/Ptk7/Ntn1/Wnt9b/Six2/Lama1/Hoxa11/Fzd3/Flt1/Agt/Cxcl12/Twist1/Specc1l/Pik3cd/Eng/Sfrp1/Gatad2a/Tbx1/Hectd1/Cfl1/Cecr2/Esr1/Tbx2/Traf6/Nkx2-5/Foxp1/Shh/Enah/Gzf1/Fzd6/Mks1/Hhip/Foxf1/Ncoa3/Lbx1/Stard13/Tmed2/Map3k7/Rara/Stox1/Dlg5/Sox11/Wnt1/Fgf2/Sostdc1/Fat4/Sema3e/Etv4/Alox12/Ihh/Tbx20/Hoxd11/Deaf1/Cthrc1/Agtr1a,175
GO:0016055,Wnt signaling pathway,192/5933,449/29008,3.38E-27,1.67E-24,8.13E-25,Prkaa1/Trpm4/Bcl9l/Apoe/Klf15/Apcdd1/Tpbgl/Hic1/Spin1/Strn/Ptpro/Rac1/Dkkl1/Mllt3/Pin1/Tnks2/Gpc4/Prdm15/Ddb1/Lef1/Wls/Lrp6/Zbed3/Gprc5b/Nfkb1/Siah2/Celsr2/Tcf7l2/Wif1/Tcf7l1/Wnt10a/Gli3/Cdh1/Kremen2/Fgf9/Dvl3/Ror2/Nxn/Nkd1/Foxo3/Pygo1/Pitx2/Rnf213/Lgr5/Mesp1/Egr1/Mdfi/Dlx5/Itga3/Sox9/Adgra2/Bcl7b/Celsr1/Src/Ctnnd2/Edn1/Tgfb1/Grhl3/Ankrd6/Ext1/Tle5/Kremen1/Gli1/Ccnd1/Prickle1/Ppm1n/Vgll4/Dkk1/Fbxw11/2210016L21Rik/Hdac2/Ctnnd1/Lgr6/Sema5a/Wnt16/Tle4/Lats2/Mcc/Col1a1/Sox4/Ror1/Cpe/Rspo2/Wnt7b/Wnt2b/Usp47/Rapgef1/Tcf7/Wnt3/Tgfb1i1/Pkd2/Ubr5/Wnt11/Tmem88/Tlr2/Lrp4/Frzb/Notch1/Limd1/Wnt7a/Fbxw4/Sfrp5/Pfdn5/Amfr/Bmp2/Hbp1/Slc9a3r1/Ptpru/Sfrp2/Rac3/Ruvbl2/Smarca4/Mdfic/Lzts2/Tnik/Dcdc2a/Rnf138/Gsc/Wnt3a/Plpp3/Usp34/Fzd9/Mark1/Shisa2/Frat1/Lrp5/Shisa6/Sulf1/Ctr9/Ccn4/Etv2/Rnf220/Sox13/Cdk14/Mir182/Ptk7/Wnt9b/Sost/Fzd3/Gnaq/Cdh3/Tiam1/Sfrp1/Sfrp4/Notum/Tsku/Axin2/Mir27b/Nkx2-5/Hdac1/Prkaa2/Wnt8a/Shh/Mgat3/Atp6ap2/Fgfr3/Fzd6/Lrrk2/Wdr61/Mks1/Grk5/Barx1/Lmx1a/Cxxc4/Atp6v1c2/Dact3/Dact1/Disc1/Lrrk1/Trabd2b/Calcoco1/Ryk/Wnk2/Dab2ip/Xiap/Daam2/Wnt1/Fgf2/Sostdc1/Wnt8b/Fam53b/Mad2l2/Csnk2a2/Mark2/Tle6/Rspo4/Amer2/Dkk3/Apc2/Cthrc1/Senp2/Dkk2,192
GO:0001667,ameboidal-type cell migration,190/5933,444/29008,5.65E-27,2.59E-24,1.26E-24,Slit2/Epha2/Fgf15/Sema6a/Nrtn/Alx1/Sema6b/Tgfbr3/Bmp7/Mmp9/Apoe/Sema3d/Akt3/Hand2/Dock5/Jup/Grn/Sparc/Rac1/Arid5b/Prkce/Cyp1b1/Lrp6/Dll4/Ltb4r2/Map4k4/Nfe2l2/Gdf6/Prkd2/Adgrb1/Cenpv/Hdac5/Ctsh/Plxnd1/Nodal/Efna1/Ret/Dock1/Itgb4/Tns1/Pitx2/Nos3/Gdnf/Itgb7/Fstl1/Serpine1/Mesp1/Nrp2/Nrp1/Flt4/Pax3/Rreb1/Akap12/Itga3/Sox9/Adgra2/Sema6c/Stat5a/Atoh8/Sh3bp1/Src/Timp1/Edn1/Tgfb1/Bcar1/Plcg2/Tgfb2/Ppard/Egr3/Has1/Rtn4/Ptp4a3/Cd63/Rab13/Insl3/Braf/Cdh13/Dicer1/Sema5a/Nf1/Nr4a1/Itgb1/Marveld3/Foxc2/Crb2/Mcc/Pecam1/Wasf2/Has2/Bmper/Ccn3/Acvr1/Lefty1/Fgf1/Acvr1c/T/Zc3h12a/Vash1/Wnt11/Pkn1/Gata2/Sema4d/Kank2/Notch1/Hbegf/Gpld1/Paxip1/Angpt4/Wnt7a/Syne2/Erbb4/Sema4g/Ptpn23/Calca/Pik3cb/Myh9/Clec14a/Anxa6/Kit/Nr2e1/Plpp3/Pml/Pkn3/Gna12/Bmpr2/Tgfbr2/Ythdf3/Lrp5/Tacr1/Itga4/Zfp580/Itgav/Pmp22/Gab2/Ptprr/Plec/Spag6l/Fgf18/Adipor2/Smoc2/Cdh5/Plcg1/Adam8/Agt/Cxcl12/Itga2/Mesp2/Twist1/Apoa1/Pik3cd/Ptpn11/Tbx1/Pafah1b1/Ago2/Vil1/Lgals12/Cap1/Cfl1/Mta2/Foxp1/Shh/Lgmn/Angpt2/Sema6d/Edn2/Pparg/Dnaja4/Anln/Emp2/Stard13/Hyal2/Pdgfb/Tmem201/Itgb3/Slc8a1/Scarb1/Sema3f/Dab2ip/Enpp2/Fgf2/Sema3e/Bcas3/Alox12/Iqgap1/Adtrp/Pak3/Iqsec1/Sema4a/Card10/Sema7a,190
GO:0042391,regulation of membrane potential,194/5933,465/29008,7.25E-26,3.10E-23,1.51E-23,Trpm4/Slc17a7/Jup/Chrna7/Ywhah/Kcnk18/Ppp1r9a/Prkce/Nedd4/Trpa1/Slc24a4/Kcnq3/Kcnip2/Mpp2/S1pr2/P2rx2/Kcnk13/Bcl2l1/Nalcn/Nrcam/Slc4a4/Kcnd3/Slc29a1/Hebp2/Rack1/Wwp2/Abat/Ssh1/Grin2a/Kcnh5/Gabrg3/Snca/Kcnh4/Mapt/Cacna1g/Rims2/Src/Atp1b3/Edn1/Tbc1d24/Gabrp/Cux2/Gabra5/Abcb5/Kcnab2/Bnip3/Flna/Kcnk4/Insyn2a/Gpr88/Adrb1/Akt2/Shtn1/Hsh2d/Pxk/Gabra2/Scn9a/Slc39a8/Gpr35/Kcnh1/Kcnj11/Tcl1/Cacna1i/Akap9/Cbln1/Cntf/Kcnq1/Bin1/Gja1/Kcnd2/Fgf12/Sez6/Ctnna3/Rims3/Npff/Bak1/Bcl2/Wnt7a/Oprd1/Dgki/Nlgn3/Clic1/Drd1/Ndufc2/Grk2/Chrna1/Nlgn2/Dcdc2a/Igsf9b/Best2/Kcnn4/Cck/Pmaip1/Cnih3/Kcnh3/Scn8a/Nrxn1/Ppp2r3c/Shank3/Kcnb1/Ank2/Kcna2/Kcnk6/Gba/Unc13b/Tacr1/Kcnk12/Cacnb3/Sod1/Xirp1/Pmp22/Grik2/Gna11/Agrn/Hcn3/Kcnc4/Cntnap1/Gabrr1/Agt/Gnaq/Kcne3/Grin2c/Hcn1/Grin2b/Scn2a/Kcnn2/Eif4a3l1/Scn5a/Kcnh8/Ntsr2/Grik1/Kcnk9/Gpr39/Foxp1/Dpp6/Scn4b/P2rx1/Smad7/Fgf13/Grik3/Lrrk2/Drd4/Nos1ap/Kcnq2/Cacna2d1/Adcyap1/Cnih2/Tafa4/Gabrb1/Il6/Glrb/Chrna2/Kcnk7/Cx3cl1/Hcn2/Cacnb4/Chrnb4/Pex5l/Slc1a6/Stox1/Bax/Slc34a1/Dsg2/Slc8a3/Slc8b1/Slc8a1/Kcnk3/Ntsr1/Park7/Kcne2/Chrng/Ngfr/Dbn1/Hcn4/Gabre/Ank3/Cnr1/Piezo1/Grip2/Reln/Chrna5/Zmynd8/Alox12/Kcnh6/Fhl4/Ntrk2/Kcnk15/Kcnk10/Glra1/Gabrd/Cacna1a/Rangrf/Gabrg1/Prkcz,194
GO:0048732,gland development,197/5933,477/29008,1.36E-25,5.46E-23,2.66E-23,Slit2/Epha2/Six1/Bcl2l11/Tgfbr3/Bmp7/Ikzf1/Elf3/Hand2/Csmd1/Igsf3/Tfap2c/Cckbr/Lmo4/Mapk3/Wt1/Arid5b/Bmpr1a/Foxm1/Insm1/Lef1/Wls/Lrp6/Elf5/Irs1/Tcf7l2/Psap/Wnt10a/Gli3/Rap1gap/Onecut1/Rarg/Cdh1/Stat6/Rps6ka1/Plxnd1/Pou3f2/Nodal/Cdkn1c/Foxc1/Jak2/Pitx2/Tnfrsf11a/Otp/Mesp1/Foxa1/Cobl/Nrp1/Pax3/Rreb1/Pdgfrb/Ccdc40/Sox9/Fkbp4/Proc/Stat5a/Mafb/Src/Gdf7/Gata6/B4galt1/Cbx7/Edn1/Tgfb1/Jarid2/Fasn/Ext1/Gli1/Ccnd1/Nr3c1/Rtn4/Ahr/Aprt/Zbtb1/Iqgap3/Msx1/Braf/Kdm1a/Aire/Cited2/Ctnnd1/Nf1/Nkx3-1/Esrp1/Igf2r/Mst1/Atm/Edar/Adrm1/Fgf1/Gja1/Pkd2/Nkx2-3/Tgfa/Slc6a3/Ripk3/Kdm5b/Igfbp5/Rela/Ada/Gata2/Tgfb3/Frzb/Mad1l1/Notch1/Vwf/Id4/Bcl2/Hoxa5/Hoxa9/Rxra/Erbb4/Hoxb13/Bmp2/Cebpb/Tbx3/Slc9a3r1/Etv5/Cflar/Smarca4/Cadm1/Agap2/Wnt3a/Ephb3/Cyp7b1/Pml/Zic3/Pax8/Tgfbr2/Usf2/Oas2/Nrg3/Plag1/Lrp5/Sulf1/Esr2/Hmbs/Myb/Six4/Plau/Ptch1/Fgf18/Id2/Ntn1/Lama1/Apoa1/Rln1/Ghrh/Ash1l/Sfrp1/Tbx1/Psen2/Hoxb9/Pdgfa/Hoxd13/Atp7b/Esr1/Tbx2/Nkx2-5/Shh/Edaradd/Psapl1/Plxna1/Cyp19a1/Atg7/Bsx/Hoxd3/Tnfsf11/Foxf1/Il6/Ncoa3/Cacnb4/Ptcd2/Pdgfb/Stat5b/Ptf1a/Bax/Man2a1/Lhx3/Ascl1/Lims2/Mrtfb/Nkx2-1/Ctc1/Wnt1/Fgf2/Sostdc1/Lims1/Map2k1/Etv4/Clcn2/Crhr1/Armc5/Deaf1/E2f7/Stra6/Irf6,197
GO:0048608,reproductive structure development,197/5933,480/29008,3.42E-25,1.29E-22,6.28E-23,Bcl2l11/Bmp7/Llgl2/Csmd1/Foxf2/Ybx3/Plekha1/Rac1/Mapk3/Gjb5/Wt1/Sox15/Arid5b/Lhcgr/Lef1/Nanog/Lrp6/Tcf7l2/Psap/Tppp3/Gcm1/Rarg/Cdh1/Plcd1/Bcl2l1/Lhx9/Lfng/Foxl2/St14/Fgf9/Map7/Acvr2a/Nodal/Cdkn1c/Ror2/Foxc1/Hmgb2/Socs3/Nefh/Foxo3/Nos3/Serpine1/Foxa1/Mdfi/Vgf/Bptf/Sox9/Fkbp4/Sycp2/Stat5a/Hsp90ab1/Amh/Src/Gdf7/Vash2/Tgfb2/Ppard/Ccnd1/Flna/Ahr/Rab13/Insl3/Esx1/Plg/Dicer1/Cited2/Nkx3-1/Fanca/Greb1l/Arid4a/Tcf23/Akap9/Wnt7b/Adm/Abcb1a/Tfeb/Atm/Adrm1/Kiss1/Tcf7/Atn1/Gja1/Inhba/Pkd2/Hey1/Rdh10/Grhl2/Cited1/Kdm5b/Vash1/Fst/Ada/Gata2/Gata1/Notch1/Vwf/Lrrc6/Arrb1/Id4/Bak1/Bcl2/Wnt7a/Hoxa9/Rxra/Retn/Nupr1/Hoxb13/Cebpb/Tbx3/Nfe2/Grk2/Ptx3/Sfrp2/Esrrb/Bmp6/Zfx/Ncoa1/Ptgis/Cts8/Kit/Cyp7b1/Zfp568/Bmpr2/Lhx8/Arid1a/Plag1/Chd7/Dlx3/Gata4/Sulf1/Sohlh2/Itga4/Etv2/Itgav/Sod1/Esr2/Etnk2/Lif/Six4/Adam34l/Rtcb/Rbp4/Phlda2/Ccdc134/Tyro3/Wnt9b/Hoxa11/Dmrt1/Agt/Plcd3/Bcl2l2/Foxd3/Ptpn11/Rln1/Ash1l/Krt8/Sfrp1/Hectd1/Lhx4/Zfpm2/Hoxd13/Esr1/Hsd17b3/Shh/Neurog1/Psapl1/Icam1/Cyp19a1/Edn2/Pparg/Krt19/Adcyap1/Ncoa3/Myocd/Tmed2/Rara/Pdgfb/Wdr19/Stat5b/Bax/Lhx3/Fosl1/Slc8a1/Insl6/Egln1/Nkx2-1/Tesc/Birc2/Map2k1/Ghsr/Spink2/E2f7/Stra6/Ptprn/Jmjd1c/Spo11/Senp2,197
GO:0061458,reproductive system development,198/5933,484/29008,4.16E-25,1.49E-22,7.22E-23,Bcl2l11/Bmp7/Llgl2/Csmd1/Foxf2/Ybx3/Plekha1/Rac1/Mapk3/Gjb5/Wt1/Sox15/Arid5b/Lhcgr/Lef1/Nanog/Lrp6/Tcf7l2/Psap/Tppp3/Gcm1/Rarg/Cdh1/Plcd1/Bcl2l1/Lhx9/Lfng/Foxl2/St14/Fgf9/Map7/Acvr2a/Nodal/Cdkn1c/Ror2/Foxc1/Hmgb2/Socs3/Nefh/Foxo3/Nos3/Serpine1/Foxa1/Mdfi/Vgf/Bptf/Sox9/Fkbp4/Sycp2/Stat5a/Hsp90ab1/Amh/Src/Gdf7/Vash2/Plekha5/Tgfb2/Ppard/Ccnd1/Flna/Ahr/Rab13/Insl3/Esx1/Plg/Dicer1/Cited2/Nkx3-1/Fanca/Greb1l/Arid4a/Tcf23/Akap9/Wnt7b/Adm/Abcb1a/Tfeb/Atm/Adrm1/Kiss1/Tcf7/Atn1/Gja1/Inhba/Pkd2/Hey1/Rdh10/Grhl2/Cited1/Kdm5b/Vash1/Fst/Ada/Gata2/Gata1/Notch1/Vwf/Lrrc6/Arrb1/Id4/Bak1/Bcl2/Wnt7a/Hoxa9/Rxra/Retn/Nupr1/Hoxb13/Cebpb/Tbx3/Nfe2/Grk2/Ptx3/Sfrp2/Esrrb/Bmp6/Zfx/Ncoa1/Ptgis/Cts8/Kit/Cyp7b1/Zfp568/Bmpr2/Lhx8/Arid1a/Plag1/Chd7/Dlx3/Gata4/Sulf1/Sohlh2/Itga4/Etv2/Itgav/Sod1/Esr2/Etnk2/Lif/Six4/Adam34l/Rtcb/Rbp4/Phlda2/Ccdc134/Tyro3/Wnt9b/Hoxa11/Dmrt1/Agt/Plcd3/Bcl2l2/Foxd3/Ptpn11/Rln1/Ash1l/Krt8/Sfrp1/Hectd1/Lhx4/Zfpm2/Hoxd13/Esr1/Hsd17b3/Shh/Neurog1/Psapl1/Icam1/Cyp19a1/Edn2/Pparg/Krt19/Adcyap1/Ncoa3/Myocd/Tmed2/Rara/Pdgfb/Wdr19/Stat5b/Bax/Lhx3/Fosl1/Slc8a1/Insl6/Egln1/Nkx2-1/Tesc/Birc2/Map2k1/Ghsr/Spink2/E2f7/Stra6/Ptprn/Jmjd1c/Spo11/Senp2,198
GO:0001655,urogenital system development,167/5933,385/29008,1.21E-24,4.09E-22,1.99E-22,Slit2/Six1/Gpr4/Bcl2l11/Dll1/Bmp7/Mmp9/Irx3/Klf15/Tsc1/Dact2/Ptpro/Wt1/Arid5b/Pds5a/Ap1b1/Aldh1a2/Psap/Gli3/Gdf6/Slc5a1/Rarg/Commd5/Hdac5/Plxnd1/Cdkn1c/Foxc1/Kcnj1/Ret/Mmp17/Id3/Rarb/Pygo1/Cc2d2a/Gdnf/Lgr5/Foxa1/Egr1/Arg2/Nrp1/Pdgfrb/Itga3/Sox9/Fkbp4/Stat5a/Amh/Gdf11/Ephb2/Tgfb1/Ext1/Tgfb2/Acd/Spry1/Zfp950/Mir330/Ahr/Ctnnd1/Nf1/Nkx3-1/Sim1/Greb1l/Foxc2/Mtss1/Sox4/Pax2/Bmper/Wnt7b/Wnt2b/Irx1/Acvr1/Foxd1/Frem2/Fgf1/Smad5/Pkd2/Hey1/Rhpn1/Rdh10/Cited1/Aqp11/Wnt11/Wnk4/Basp1/Irx2/Gata2/Lrp4/Kank2/Notch1/Zbtb16/Id4/Bcl2/Rxra/Erbb4/Hoxb13/Bmp2/Cflar/Anxa4/Lzts2/Bmp6/Eya1/Ephb3/Tns2/Cyp7b1/Npnt/Pax8/Cux1/Pgf/Plag1/Sulf1/Hells/Jag1/Esr2/Lif/Six4/Rbp4/Ptch1/Myo1e/Id2/Ptk7/Wnt9b/Six2/Il6ra/Hoxa11/Ace/Agt/Akr1b3/Pou3f3/Rln1/Sfrp1/Anks6/Smad9/Pdgfa/Hoxd13/Esr1/Shh/Smad7/Psapl1/Gzf1/Angpt2/Lrrk2/Cplane1/Cyp19a1/Emx2/Foxf1/Myocd/Cat/Flcn/Ptcd2/Rara/Pdgfb/Smad6/Itgb3/Bax/Plce1/Dlg5/Wnt1/Tfap2b/Heyl/Fgf2/Fat4/Epcam/Zbtb14/Smad1/Hoxd11/Stra6/Upk3a/Agtr1a,167
GO:0060560,developmental growth involved in morphogenesis,132/5933,280/29008,9.27E-24,2.98E-21,1.45E-21,Slit2/Sh3glb1/Six1/Jade2/Sema6a/Sema6b/Cdk5r1/Apoe/Sema3d/Ptprs/Rasal1/Tfap2c/Lrp6/Pak6/Rarg/Trim46/Tnfrsf12a/Nkd1/Flrt3/Rufy3/Mesp1/Nrp2/Cobl/Nrp1/Sox9/Sema6c/Hsp90ab1/Mapt/Rims2/Efna5/Edn1/Tgfb1/Nrn1/Ext1/Pou4f2/Flrt1/Spry1/Unc13a/Cdh4/Rtn4/Itsn2/Ahr/Slc9a6/Shtn1/Kdm1a/Ndel1/Eif2ak4/Bcl11a/Sema5a/Itgb1/Mst1/Wnt7b/Cyfip1/Csf1r/S1pr1/Trpv2/Cntf/Fgf1/Wnt3/Fxn/Rdh10/Kdm5b/Wnt11/Sema4d/Myo5b/Notch1/Anapc2/Bcan/Nlgn3/Sfrp5/Sema4g/Emx1/Sfrp2/D130043K22Rik/Lzts2/Cadm1/Wnt3a/Zfp568/Bmpr2/Tgfbr2/Itga4/Syt2/Six4/Spry2/Rgma/Spag6l/Slit3/Ptk7/Ntn1/Cyfip2/Llph/Barhl2/Cxcl12/Limk1/Dnm2/Sfrp1/Pafah1b1/Golga4/Syt17/Nkx6-1/Cfl1/Hoxd13/Hsp90aa1/Esr1/Tbx2/Shh/Dpysl2/Cpne5/Fgf13/Plxna1/Sema6d/Slit1/Edn2/Dscam/Ocm/Mir124a-2/Fstl4/Disc1/Usp9x/Crabp2/Ryk/Rnf157/Impact/Sema3f/Dbn1/Syt4/Sema3e/Iqgap1/Sema4a/Prkcz/Mt3/Sema7a,132
GO:0003007,heart morphogenesis,133/5933,284/29008,1.36E-23,4.15E-21,2.02E-21,Slit2/Six1/Sos1/Tgfbr3/Dll1/Bmp7/Mib1/Hand2/Tead2/Ncor2/Sec24b/Pim1/Rac1/Tpm1/Kat6a/Bmpr1a/Pds5a/Nedd4/Lrp6/Nfatc1/Dll4/Aldh1a2/Fgf9/Plxnd1/Nodal/Dvl3/Foxc1/Efna1/Rarb/Pitx2/Nos3/Mesp1/Nrp2/Nrp1/Col11a1/Ccdc40/Sox9/Sufu/Gata6/Edn1/Tgfb1/Erg/Ext1/Tgfb2/Dkk1/Rtn4/Flna/Ahr/Msx1/Dicer1/Cited2/Wnt16/Foxc2/Epo/Sox4/Tab1/Cpe/Has2/Acvr1/Lefty1/S1pr1/Mdm2/Gja1/Pkd2/Shox2/T/Hey1/Grhl2/Wnt11/Notch1/Parva/Rxra/Gaa/Bmp2/Tbx3/Sfrp2/Smarca4/Eya1/Adgrg6/Wnt3a/Zic3/Aplnr/Bmpr2/Tgfbr2/Mybpc3/Chd7/Gata4/Jag1/Xirp1/Rbp4/Ptch1/Id2/Slit3/Myl3/Ankrd1/Mesp2/Twist1/Eng/Tbx1/Nsd2/Mylk2/Zfpm2/Sav1/Axin2/Tbx2/Nkx2-5/Shh/Smad7/Ttn/Mks1/Npy1r/Foxf1/Lbx1/Myl2/Tmed2/Ptcd2/Rara/Ryr1/Smad6/Heg1/Slc8a1/Egln1/Sox11/Mrtfb/Npy5r/Pou4f1/Heyl/Fat4/Ppp1r13l/Ihh/Tbx20/Tnnt2/Gata5,133
GO:0001654,eye development,178/5933,430/29008,2.20E-23,6.42E-21,3.12E-21,Epha2/Zfp513/Skil/Sos1/Dll1/Bmp7/Ikzf1/Vax1/Prss56/Hipk1/Foxf2/Grn/Rd3/Wt1/Tulp1/Cyp1b1/Smg9/Pds5a/Bhlhe22/Lrp6/Dll4/Aldh1a2/Hsf4/Ephb1/Mfap5/Gli3/Mfsd2a/Rarg/Vsx1/Meis2/Dlx2/Foxl2/Fgf9/Cdkn1c/Foxc1/Rarb/Atf4/Pitx2/Foxe3/Cc2d2a/Foxp2/Tub/Nrp1/Bloc1s3/Pdgfrb/Limk2/Thrb/Sox9/Col8a2/Ski/Map3k1/Naglu/Gdf11/Ephb2/Tgfb1/Bfsp1/Grhl3/Tgfb2/Pou4f2/Spry1/Zeb1/Abcb5/Yy1/Fscn2/Lctl/Ahr/Rorb/Cited2/Rpgrip1/Hdac2/Nf1/Foxc2/Crb2/Inhbb/Fat3/Pax2/Miat/Crybg3/Cntf/Frem2/Gja1/Inhba/Casp6/Slc1a1/Rdh10/Grhl2/Slc6a3/Mab21l2/Tcirg1/Nhs/Mab21l1/Rs1/Bak1/Bcl2/Rxra/Gnb1/Pfdn5/Vsx2/Smarca4/Th/Maf/Bmp6/Rax/Nr2e1/Otx2/Nf2/Obsl1/Bmpr2/Tgfbr2/Arid1a/Lrp5/Chd7/Cfd/Nphp1/Jag1/Tmod1/Lif/Clic4/Spry2/Rbp4/Mir182/Sipa1l3/Lama1/Flt1/Neurod1/Twist1/Spred2/Slc17a6/Pbx4/Prkci/Hcn1/Ache/Tsku/Hps1/Tbx2/Mir27b/Hdac1/Hipk2/Shh/Pbx2/Stau2/Meis3/Fgfr3/Cnga3/Casz1/Dscam/Crybb1/Bcar3/Six6/Neurod4/Mir124a-2/Bhlhe23/Mip/Atp8a2/Rara/Pdgfb/Zhx2/Wdr19/Ptf1a/Bax/Man2a1/Sox11/Mfrp/Lamc3/Abi2/Megf11/Fgf2/Prph2/Ppp1r13l/Birc7/Clcn2/Plaat3/Foxn4/Ihh/Ntrk2/Stra6/Trpm1/Ttll5,178
